Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
bilirubin in plasma,55462-6,deprecated thyrotropin serum plasma,thyrotropin,serum plasma,,,0.1521921
bilirubin in plasma,33325-2,trypsin mass volume serum plasma,trypsin,serum plasma,mass concentration,mass volume,0.17597333
bilirubin in plasma,17750-1,trypsinogen enzymatic activity volume serum plasma,trypsinogen,serum plasma,cell concentration,enzymatic activity volume,0.19377427
bilirubin in plasma,3066-8,trypsinogen mass volume serum plasma,trypsinogen,serum plasma,mass concentration,mass volume,0.16409497
bilirubin in plasma,12733-2,tryptase enzymatic activity volume serum plasma,tryptase,serum plasma,cell concentration,enzymatic activity volume,0.20770003
bilirubin in plasma,21582-2,tryptase mass volume serum plasma,tryptase,serum plasma,mass concentration,mass volume,0.18354252
bilirubin in plasma,3069-2,tryptophan presence serum plasma,tryptophan,serum plasma,prthr,presence,0.17558764
bilirubin in plasma,75152-9,uracil mole volume serum plasma,uracil,serum plasma,substance concentration,mole volume,0.17870142
bilirubin in plasma,22664-7,urea mole volume serum plasma,urea,serum plasma,substance concentration,mole volume,0.1947226
bilirubin in plasma,51834-0,tryptase mole volume serum plasma,tryptase,serum plasma,substance concentration,mole volume,0.18528362
bilirubin in plasma,40681-9,turbidity presence serum plasma qualitative,turbidity,serum plasma,prthr,presence,0.16529422
bilirubin in plasma,27361-5,tyrosine unit volume serum plasma,tyrosine,serum plasma,amount concentration,unit volume,0.1801536
bilirubin in plasma,3079-1,tyrosine mass volume serum plasma,tyrosine,serum plasma,mass concentration,mass volume,0.19101144
bilirubin in plasma,3078-3,tyrosine presence serum plasma,tyrosine,serum plasma,prthr,presence,0.1709031
bilirubin in plasma,96043-5,uracil mass volume serum plasma,uracil,serum plasma,mass concentration,mass volume,0.18247285
bilirubin in plasma,3091-6,urea mass volume serum plasma,urea,serum plasma,mass concentration,mass volume,0.19758378
bilirubin in plasma,75159-4,uridine mole volume serum plasma,uridine,serum plasma,substance concentration,mole volume,0.18367197
bilirubin in plasma,3118-7,valine mass volume serum plasma,valine,serum plasma,mass concentration,mass volume,0.20046063
bilirubin in plasma,3117-9,valine presence serum plasma,valine,serum plasma,prthr,presence,0.17844413
bilirubin in plasma,20661-5,valine mole volume serum plasma,valine,serum plasma,substance concentration,mole volume,0.18122339
bilirubin in plasma,79512-0,vanilloylglycine mole volume serum plasma,vanilloylglycine,serum plasma,substance concentration,mole volume,0.18427555
bilirubin in plasma,75144-6,xanthine mole volume serum plasma,xanthine,serum plasma,substance concentration,mole volume,0.1728061
bilirubin in plasma,41240-3,xanthurenate presence serum plasma,xanthurenate,serum plasma,prthr,presence,0.16929732
bilirubin in plasma,77140-2,creatinine mole volume serum plasma blood,creatinine,serum plasma blood,substance concentration,mole volume,0.19918893
bilirubin in plasma,9738-6,gabapentin mass volume serum plasma blood,gabapentin,serum plasma blood,mass concentration,mass volume,0.18591346
bilirubin in plasma,73933-4,normeperidine mass volume serum plasma blood,normeperidine,serum plasma blood,mass concentration,mass volume,0.19579944
bilirubin in plasma,2722-7,pantothenate mass volume serum plasma blood,pantothenate,serum plasma blood,mass concentration,mass volume,0.18597715
bilirubin in plasma,96403-1,renal clearance renal plasma flow panel urine serum plasma,renal clearance renal plasma flow panel,urine serum plasma,,,0.16605791
bilirubin in plasma,73829-4,7 aminoflunitrazepam mass volume serum plasma blood,7 aminoflunitrazepam,serum plasma blood,mass concentration,mass volume,0.1933432
bilirubin in plasma,34575-1,8 hydroxyloxapine presence serum plasma blood,8 hydroxyloxapine,serum plasma blood,prthr,presence,0.17870341
bilirubin in plasma,66765-9,albumin pericardial fluid albumin serum plasma,albumin pericard fluid albumin serpl,pericard fluid serum plasma,relrto,,0.18045384
bilirubin in plasma,66766-7,albumin peritoneal fluid albumin serum plasma,albumin periton fluid albumin serpl,periton fluid serum plasma,relrto,,0.17891918
bilirubin in plasma,39802-4,creatinine dialysis fluid creatinine serum plasma,creatinine dial fluid creatinine ser_plas,dial fluid serum plasma,relrto,,0.18429054
bilirubin in plasma,77143-6,carbon dioxide total mole volume serum plasma blood,carbon dioxide,serum plasma blood,substance concentration,mole volume,0.19163403
bilirubin in plasma,3376-1,barbiturate presence serum plasma blood,barbiturate,serum plasma blood,prthr,presence,0.18848303
bilirubin in plasma,77146-9,amylase enzymatic activity volume serum plasma blood,amylase,serum plasma blood,cell concentration,enzymatic activity volume,0.20306613
bilirubin in plasma,77341-6,anion gap serum plasma blood calculated 4ions,anion gap,serum plasma blood,substance concentration,,0.19288564
bilirubin in plasma,100962-0,dengue virus ab igg panel serum plasma blood,dengue virus ab igg panel,serum plasma blood,,,0.15509197
bilirubin in plasma,87496-6,gabapentin presence serum plasma blood screen method,gabapentin,serum plasma blood,prthr,presence,0.17311546
bilirubin in plasma,105126-7,component reactive protein mass volume serum plasma blood,component reactive protein,serum plasma blood,mass concentration,mass volume,0.20170464
bilirubin in plasma,75370-7,norbuprenorphine mass volume serum plasma blood,norbuprenorphine,serum plasma blood,mass concentration,mass volume,0.18487258
bilirubin in plasma,48618-3,cholesterol vldl mass volume serum plasma ultracentrifugate,cholesterol vldl,serum plasma ultracentrifugate,mass concentration,mass volume,0.1894884
bilirubin in plasma,74647-9,methylenedioxyamphetamine mass volume serum plasma blood,methylenedioxyamphetamine,serum plasma blood,mass concentration,mass volume,0.18598923
bilirubin in plasma,74652-9,methylenedioxymethamphetamine mass volume serum plasma blood,methylenedioxymethamphetamine,serum plasma blood,mass concentration,mass volume,0.18091044
bilirubin in plasma,74131-4,morphine mass volume serum plasma blood,morphine,serum plasma blood,mass concentration,mass volume,0.1760368
bilirubin in plasma,5646-5,ethylene glycol mass volume serum plasma blood,ethylene glycol,serum plasma blood,mass concentration,mass volume,0.1790797
bilirubin in plasma,73828-6,flunitrazepam mass volume serum plasma blood,flunitrazepam,serum plasma blood,mass concentration,mass volume,0.18190552
bilirubin in plasma,50966-1,flunitrazepam presence serum plasma blood,flunitrazepam,serum plasma blood,prthr,presence,0.17098503
bilirubin in plasma,75347-5,tapentadol mass volume serum plasma blood,tapentadol,serum plasma blood,mass concentration,mass volume,0.18608545
bilirubin in plasma,40811-2,11 deoxycorticosterone presence serum plasma,11 deoxycorticosterone,serum plasma,prthr,presence,0.16905095
bilirubin in plasma,93243-4,11 hydroxytestosterone mass volume serum plasma,11 hydroxytestosterone,serum plasma,mass concentration,mass volume,0.1880709
bilirubin in plasma,93242-6,11 ketotestosterone mass volume serum plasma,11 ketotestosterone,serum plasma,mass concentration,mass volume,0.19075803
bilirubin in plasma,1674-1,18 hydroxycorticosterone mass volume serum plasma,18 hydroxycorticosterone,serum plasma,mass concentration,mass volume,0.18774593
bilirubin in plasma,50082-7,18 hydroxycorticosterone mole volume serum plasma,18 hydroxycorticosterone,serum plasma,substance concentration,mole volume,0.18077244
bilirubin in plasma,55810-6,18 hydroxycortisol mole volume serum plasma,18 hydroxycortisol,serum plasma,substance concentration,mole volume,0.19047326
bilirubin in plasma,27399-5,1 methylhistidine unit volume serum plasma,1 methylhistidine,serum plasma,amount concentration,unit volume,0.17682274
bilirubin in plasma,1651-9,1 methylhistidine presence serum plasma,1 methylhistidine,serum plasma,prthr,presence,0.16746064
bilirubin in plasma,69799-5,21 deoxycorticosterone mole volume serum plasma,21 deoxycorticosterone,serum plasma,substance concentration,mole volume,0.18705538
bilirubin in plasma,74872-3,21 deoxycortisol mass volume serum plasma,21 deoxycortisol,serum plasma,mass concentration,mass volume,0.18841279
bilirubin in plasma,50250-0,21 deoxycortisol mole volume serum plasma,21 deoxycortisol,serum plasma,substance concentration,mole volume,0.19140838
bilirubin in plasma,69785-4,2 hydroxysebacate mole volume serum plasma,2 hydroxysebacate,serum plasma,substance concentration,mole volume,0.18486443
bilirubin in plasma,69787-0,2 methylacetoacetate mole volume serum plasma,2 methylacetoacetate,serum plasma,substance concentration,mole volume,0.16990478
bilirubin in plasma,79488-3,3 4 dihydroxybutyrate mole volume serum plasma,3 4 dihydroxybutyrate,serum plasma,substance concentration,mole volume,0.17939197
bilirubin in plasma,74430-0,3 hydroxykynurenin mole volume serum plasma,3 hydroxykynurenin,serum plasma,substance concentration,mole volume,0.1789998
bilirubin in plasma,75088-5,3 indolelactate mole volume serum plasma,3 indolelactate,serum plasma,substance concentration,mole volume,0.17563647
bilirubin in plasma,72443-5,3 methyladipate mole volume serum plasma,3 methyladipate,serum plasma,substance concentration,mole volume,0.18011609
bilirubin in plasma,79502-1,4 hydroxyvalerate mole volume serum plasma,4 hydroxyvalerate,serum plasma,substance concentration,mole volume,0.177145
bilirubin in plasma,79688-8,5 hydroxymethyluracil mole volume serum plasma,5 hydroxymethyluracil,serum plasma,substance concentration,mole volume,0.17373928
bilirubin in plasma,50153-6,5 methyltetrahydrofolate mole volume serum plasma,5 methyltetrahydrofolate,serum plasma,substance concentration,mole volume,0.18258972
bilirubin in plasma,33275-9,7 dehydrocholesterol mass volume serum plasma,7 dehydrocholesterol,serum plasma,mass concentration,mass volume,0.18286185
bilirubin in plasma,32289-1,7 dehydrocholesterol mole volume serum plasma,7 dehydrocholesterol,serum plasma,substance concentration,mole volume,0.1759158
bilirubin in plasma,72425-2,7 hydroxyoctanoate mole volume serum plasma,7 hydroxyoctanoate,serum plasma,substance concentration,mole volume,0.18397994
bilirubin in plasma,34671-8,8 dehydrocholesterol mass volume serum plasma,8 dehydrocholesterol,serum plasma,mass concentration,mass volume,0.18267633
bilirubin in plasma,56535-8,8 dehydrocholesterol mole volume serum plasma,8 dehydrocholesterol,serum plasma,substance concentration,mole volume,0.17552038
bilirubin in plasma,104310-8,abemaciclib mass volume serum plasma,abemaciclib,serum plasma,mass concentration,mass volume,0.20610233
bilirubin in plasma,100372-2,abiraterone mass volume serum plasma,abiraterone,serum plasma,mass concentration,mass volume,0.19243626
bilirubin in plasma,43626-1,acetohexamide presence serum plasma,acetohexamide,serum plasma,prthr,presence,0.17929603
bilirubin in plasma,26925-8,acetophenazine presence serum plasma,acetophenazine,serum plasma,prthr,presence,0.16521542
bilirubin in plasma,18436-6,acetylcarnitine c2 mass volume serum plasma,acetylcarnitine c2,serum plasma,mass concentration,mass volume,0.18186167
bilirubin in plasma,30191-1,acetylcarnitine c2 mole volume serum plasma,acetylcarnitine c2,serum plasma,substance concentration,mole volume,0.18165956
bilirubin in plasma,1717-8,acylcarnitine mass volume serum plasma,acylcarnitine,serum plasma,mass concentration,mass volume,0.17243975
bilirubin in plasma,14282-8,acylcarnitine mole volume serum plasma,acylcarnitine,serum plasma,substance concentration,mole volume,0.18569423
bilirubin in plasma,75142-0,adenosine mole volume serum plasma,adenosine,serum plasma,substance concentration,mole volume,0.16813026
bilirubin in plasma,75087-7,adipate mole volume serum plasma,adipate,serum plasma,substance concentration,mole volume,0.16824616
bilirubin in plasma,1737-6,alanine mass volume serum plasma,alanine,serum plasma,mass concentration,mass volume,0.16942959
bilirubin in plasma,1736-8,alanine presence serum plasma,alanine,serum plasma,prthr,presence,0.16728452
bilirubin in plasma,20636-7,alanine mole volume serum plasma,alanine,serum plasma,substance concentration,mole volume,0.17850547
bilirubin in plasma,43712-9,albumin presence serum plasma,albumin,serum plasma,prthr,presence,0.15730245
bilirubin in plasma,86921-4,albumin goal mass volume serum plasma,albumin goal,serum plasma,mass concentration,mass volume,0.17600046
bilirubin in plasma,1763-2,aldosterone mass volume serum plasma,aldosterone,serum plasma,mass concentration,mass volume,0.19308724
bilirubin in plasma,35185-8,aldosterone mass mole volume serum plasma,aldosterone,serum plasma,mass substance concentration,mass mole volume,0.17679048
bilirubin in plasma,14586-2,aldosterone mole volume serum plasma,aldosterone,serum plasma,substance concentration,mole volume,0.20086385
bilirubin in plasma,103560-9,aldosterone renin ratio serum plasma,aldosterone renin,serum plasma,ratio,ratio,0.18911722
bilirubin in plasma,16571-2,cephadrine mass volume serum plasma,cephadrine,serum plasma,mass concentration,mass volume,0.18563712
bilirubin in plasma,47600-2,ceruloplasmin mole volume serum plasma,ceruloplasmin,serum plasma,substance concentration,mole volume,0.18663481
bilirubin in plasma,30519-3,chenodeoxycholate mole volume serum plasma,chenodeoxycholate,serum plasma,substance concentration,mole volume,0.18510598
bilirubin in plasma,61128-5,cotinine presence serum plasma,cotinine,serum plasma,prthr,presence,0.16796546
bilirubin in plasma,2148-5,creatine mass volume serum plasma,creatine,serum plasma,mass concentration,mass volume,0.20780432
bilirubin in plasma,15045-8,creatine mole volume serum plasma,creatine,serum plasma,substance concentration,mole volume,0.20627183
