Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
glucose in blood,26051-3,epithelial cell extrarenal area urine sediment microscopy high power field,epithelial cell extrarenal,urine sed,naric,area,active,hpf,0.042780984
glucose in blood,105117-6,epithelial cell squamous area urine sediment,epithelial cell squamous,urine sed,naric,area,active,hpf,0.02872186
glucose in blood,105120-0,epithelial cell squamous presence urine sediment,epithelial cell squamous,urine sed,prthr,presence,active,,0.021661812
glucose in blood,44899-3,malignant cell cell urine manual count,malignant cell cell,urine,nfr,,active,,0.060039993
glucose in blood,99870-8,erythrocyte ghost cell area urine sediment computer assisted method,erythrocyte ghost cell,urine sed,naric,area,active,p hpf,0.045161344
glucose in blood,99869-0,erythrocyte ghost cell presence urine sediment computer assisted method,erythrocyte ghost cell,urine sed,prthr,presence,active,,0.03760836
glucose in blood,53973-4,erythrocyte ghost cell presence urine sediment light microscopy,erythrocyte ghost cell,urine sed,prthr,presence,active,,0.050645135
glucose in blood,30383-4,epithelial cell volume urine,epithelial cell,urine,number concentration,volume,active,ul,0.048702385
glucose in blood,99871-6,erythrocyte ghost cell volume urine sediment computer assisted method,erythrocyte ghost cell,urine sed,number concentration,volume,active,p ul,0.053779267
glucose in blood,105089-7,epithelial cell non squamous presence urine,epithelial cell non squamous,urine,prthr,presence,active,,0.028523684
glucose in blood,49754-5,deprecated epithelial cell squamous presence urine sediment light microscopy,epithelial cell squamous,urine sed,amount concentration,presence,deprecated,,0.042816043
glucose in blood,33219-7,epithelial cell squamous area urine sediment automated count,epithelial cell squamous,urine sed,naric,area,active,hpf,0.024929984
glucose in blood,11277-1,epithelial cell squamous area urine sediment microscopy high power field,epithelial cell squamous,urine sed,naric,area,active,hpf,0.039703317
glucose in blood,45390-2,epithelial cell squamous area urine sediment microscopy low power field,epithelial cell squamous,urine sed,naric,area,active,lpf,0.039785966
glucose in blood,13654-9,epithelial cell squamous volume urine sediment,epithelial cell squamous,urine sed,number concentration,volume,active,ml,0.04829005
glucose in blood,12258-0,epithelial cell squamous presence urine sediment light microscopy,epithelial cell squamous,urine sed,prthr,presence,active,,0.03209232
glucose in blood,33220-5,transitional cell area urine computer assisted method,transitional cell,urine,naric,area,active,hpf,0.036115106
glucose in blood,53272-1,transitional cell presence urine computer assisted method,transitional cell,urine,prthr,presence,active,,0.025653765
glucose in blood,50225-2,epithelial cell non squamous presence urine automated,epithelial cell non squamous,urine,prthr,presence,active,,0.025710648
glucose in blood,33221-3,epithelial cell renal area urine computer assisted method,epithelial cell renal,urine,naric,area,active,hpf,0.03511867
glucose in blood,53271-3,epithelial cell renal presence urine computer assisted method,epithelial cell renal,urine,prthr,presence,active,,0.024818894
glucose in blood,87926-2,epithelial cell volume urine automated,epithelial cell,urine,number concentration,volume,active,ul,0.048468728
glucose in blood,24123-2,epithelial cell volume urine manual count,epithelial cell,urine,number concentration,volume,active,ul,0.051677622
glucose in blood,53275-4,transitional cell volume urine computer assisted method,transitional cell,urine,number concentration,volume,active,ul,0.046217058
glucose in blood,51485-1,epithelial cell non squamous volume urine automated count,epithelial cell non squamous,urine,number concentration,volume,active,ul,0.043548767
glucose in blood,53274-7,epithelial cell renal volume urine computer assisted method,epithelial cell renal,urine,number concentration,volume,active,ul,0.04312721
glucose in blood,105087-1,epithelial cell squamous presence urine,epithelial cell squamous,urine,prthr,presence,active,,0.023991061
glucose in blood,99866-6,acanthocyte erythrocyte urine sediment computer assisted method,acanthocyte erythrocyte,urine sed,nfr,,active,,0.049017422
glucose in blood,99862-5,erythrocyte dysmorphic area urine sediment computer assisted method,erythrocyte dysmorphic,urine sed,naric,area,active,p hpf,0.036332853
glucose in blood,58444-1,erythrocyte dysmorphic presence urine sediment light microscopy,erythrocyte dysmorphic,urine sed,prthr,presence,active,,0.04298099
glucose in blood,53967-6,erythrocyte dysmorphic erythrocyte urine sediment light microscopy,erythrocyte dysmorphic erythrocyte,urine sed,nfr,,active,,0.059554446
glucose in blood,53270-5,urinalysis type non squamous epithelial cell panel urine computer assisted method,urinalysis type non squamous epithelial cell panel,urine,,,active,,0.040618584
glucose in blood,105107-7,erythrocyte area urine sediment,erythrocyte,urine sed,naric,area,active,hpf,0.056227773
glucose in blood,105090-5,erythrocyte presence urine sediment,erythrocyte,urine sed,prthr,presence,active,,0.047855332
glucose in blood,99863-3,erythrocyte dysmorphic presence urine sediment computer assisted method,erythrocyte dysmorphic,urine sed,prthr,presence,active,,0.02762693
glucose in blood,53966-8,erythrocyte dysmorphic g1 erythrocyte urine sediment light microscopy,erythrocyte dysmorphic g1 erythrocyte,urine sed,nfr,,active,,0.06655634
glucose in blood,53318-2,epithelial cell squamous presence urine automated,epithelial cell squamous,urine,prthr,presence,active,,0.016391752
glucose in blood,104650-7,epithelial cell squamous area urine computer assisted method,epithelial cell squamous,urine,naric,area,active,hpf,0.026708987
glucose in blood,88970-9,rbc cast area urine sediment,erythrocyte cast,urine sed,naric,area,active,lpf,0.041953504
glucose in blood,105108-5,erythrocyte volume urine sediment,erythrocyte,urine sed,number concentration,volume,active,10 6 ul,0.0667429
glucose in blood,99864-1,erythrocyte dysmorphic volume urine sediment computer assisted method,erythrocyte dysmorphic,urine sed,number concentration,volume,active,p ul,0.04480702
glucose in blood,53276-2,urinalysis type non squamous epithelial cell panel area urine computer assisted method,urinalysis type non squamous epithelial cell panel,urine,naric,area,active,,0.036500968
glucose in blood,51486-9,epithelial cell squamous volume urine automated count,epithelial cell squamous,urine,number concentration,volume,active,ul,0.041953787
glucose in blood,33804-6,rbc cast presence urine sediment light microscopy,erythrocyte cast,urine sed,prthr,presence,active,,0.040872376
glucose in blood,63378-4,erythrocyte clump presence urine sediment light microscopy,erythrocyte clump,urine sed,prthr,presence,active,,0.058336318
glucose in blood,14290-1,deprecated erythrocyte unit volume urine sediment manual count,erythrocyte,urine sed,amount concentration,unit volume,deprecated,,0.06339124
glucose in blood,46419-8,erythrocyte area urine sediment automated count,erythrocyte,urine sed,naric,area,active,,0.05467785
glucose in blood,13945-1,erythrocyte area urine sediment microscopy high power field,erythrocyte,urine sed,naric,area,active,hpf,0.0639305
glucose in blood,32776-7,erythrocyte presence urine sediment light microscopy,erythrocyte,urine sed,prthr,presence,active,,0.0560246
glucose in blood,33051-4,erythrocyte presence urine,erythrocyte,urine,prthr,presence,active,,0.053214308
glucose in blood,53273-9,urinalysis type non squamous epithelial cell panel volume urine computer assisted method,urinalysis type non squamous epithelial cell panel,urine,number concentration,volume,active,,0.047683626
glucose in blood,99598-5,erythrocyte dysmorphic erythrocyte urine automated count,erythrocyte dysmorphic erythrocyte,urine,nfr,,active,,0.051062677
glucose in blood,51790-4,rbc cast area urine sediment microscopy high power field,erythrocyte cast,urine sed,naric,area,active,hpf,0.051997166
glucose in blood,5807-3,rbc cast area urine sediment microscopy low power field,erythrocyte cast,urine sed,naric,area,active,lpf,0.055257592
glucose in blood,49505-1,erythrocyte clump area urine sediment automated count,erythrocyte clump,urine sed,naric,area,active,hpf,0.055840924
glucose in blood,58449-0,erythrocyte clump area urine sediment microscopy high power field,erythrocyte clump,urine sed,naric,area,active,hpf,0.06369783
glucose in blood,53974-2,erythrocyte morphology interpretation urine sediment light microscopy narrative,erythrocyte morphology,urine sed,imp,interpretation,active,,0.066403925
glucose in blood,5808-1,erythrocyte volume urine sediment microscopy high power field,erythrocyte,urine sed,number concentration,volume,active,ml,0.07943261
glucose in blood,53968-4,erythrocyte non dysmorphic presence urine sediment light microscopy,erythrocyte non dysmorphic,urine sed,prthr,presence,active,,0.04609632
glucose in blood,68912-5,erythrocyte 24 hour urine sediment light microscopy,erythrocyte,urine sed,nrat,,active,10 6,0.07647744
glucose in blood,68903-4,erythrocyte light microscopy urine sediment collected unspecified duration,erythrocyte,urine sed,nrat,,active,,0.075465016
glucose in blood,33666-9,erythrocyte dysmorphic volume urine light microscopy,erythrocyte dysmorphic,urine,number concentration,volume,active,10 6 l,0.0714097
glucose in blood,107173-7,rbc cast volume urine sediment computer assisted method,erythrocyte cast,urine sed,number concentration,volume,active,µl,0.050151914
glucose in blood,99860-9,erythrocyte non dysmorphic area urine sediment computer assisted method,erythrocyte non dysmorphic,urine sed,naric,area,active,p hpf,0.038989108
glucose in blood,99859-1,erythrocyte non dysmorphic presence urine sediment computer assisted method,erythrocyte non dysmorphic,urine sed,prthr,presence,active,,0.031004362
glucose in blood,68902-6,erythrocyte volume light microscopy urine sediment collected unspecified duration,erythrocyte,urine sed,number concentration,volume,active,mm3,0.078038834
glucose in blood,59830-0,erythrocyte 3 hour urine sediment light microscopy,erythrocyte,urine sed,nrat,,active,rbc min,0.07614409
glucose in blood,30391-7,erythrocyte volume urine,erythrocyte,urine,number concentration,volume,active,ul,0.06827304
glucose in blood,53292-9,erythrocyte presence urine automated,erythrocyte,urine,prthr,presence,active,,0.04739478
glucose in blood,105105-1,leukocyte presence urine sediment,leukocyte,urine sed,prthr,presence,active,,0.045536928
glucose in blood,99861-7,erythrocyte non dysmorphic volume urine sediment computer assisted method,erythrocyte non dysmorphic,urine sed,number concentration,volume,active,p ul,0.046332445
glucose in blood,105104-4,leukocyte area urine sediment,leukocyte,urine sed,naric,area,active,hpf,0.055564675
glucose in blood,104647-3,erythrocyte area urine computer assisted method,erythrocyte,urine,naric,area,active,hpf,0.062100947
glucose in blood,53278-8,rbc cast presence urine computer assisted method,erythrocyte cast,urine,prthr,presence,active,,0.032466564
glucose in blood,53358-8,erythrocyte clump area urine computer assisted method,erythrocyte clump,urine,naric,area,active,,0.05182011
glucose in blood,50226-0,erythrocyte clump presence urine computer assisted method,erythrocyte clump,urine,prthr,presence,active,,0.050066803
glucose in blood,798-9,erythrocyte volume urine automated count,erythrocyte,urine,number concentration,volume,active,ul,0.07221705
glucose in blood,799-7,erythrocyte volume urine manual count,erythrocyte,urine,number concentration,volume,active,ul,0.07311106
glucose in blood,20409-9,erythrocyte volume urine test strip,erythrocyte,urine,number concentration,volume,active,ery ul rbc ul,0.07454581
glucose in blood,17809-5,hematocrit volume fraction urine calculation,erythrocyte specimen volume,urine,vfr,volume fraction,active,,0.077153906
glucose in blood,99867-4,acanthocyte area urine sediment computer assisted method,acanthocyte,urine sed,naric,area,active,p hpf,0.033677794
glucose in blood,91135-4,acanthocyte presence urine sediment light microscopy,acanthocyte,urine sed,prthr,presence,active,,0.042433914
glucose in blood,105112-7,eosinophil leukocyte urine sediment,eosinophil leukocyte,urine sed,nfr,,active,,0.04156328
glucose in blood,105093-9,leukocyte clump area urine sediment,leukocyte clump,urine sed,naric,area,active,hpf,0.054129153
glucose in blood,99865-8,acanthocyte presence urine sediment computer assisted method,acanthocyte,urine sed,prthr,presence,active,,0.02477933
glucose in blood,88976-6,wbc cast area urine sediment,leukocyte cast,urine sed,naric,area,active,lpf,0.041924007
