Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
calcium in serum,71593-8,glucose 6 phosphate dehydrogenase enzymatic activity substance red blood cell,glucose 6 phosphate dehydrogenase,rbc,csub,enzymatic activity substance,active,u mmol hb,0.10375926
calcium in serum,33287-4,glucose 6 phosphate dehydrogenase presence db,glucose 6 phosphate dehydrogenase,blood dot,prthr,presence,active,,0.08262712
calcium in serum,2356-4,glucose 6 phosphate dehydrogenase presence red blood cell,glucose 6 phosphate dehydrogenase,rbc,prthr,presence,active,,0.07837246
calcium in serum,42319-4,glucose 6 phosphate dehydrogenase phenotype interpretation red blood cell,glucose 6 phosphate dehydrogenase phenotype,rbc,imp,interpretation,active,,0.06599088
calcium in serum,74469-8,glucose 6 phosphate dehydrogenase pyruvate kinase ratio blood,glucose 6 phosphate dehydrogenase pyruvate kinase,blood,ratio,ratio,active,ratio,0.10409148
calcium in serum,58089-4,glucose 6 phosphate dehydrogenase newborn screen interpretation,glucose 6 phosphate dehydrogenase,blood dot,imp,,active,,0.08602807
calcium in serum,49925-1,glucose 6 phosphate dehydrogenase enzymatic activity mass red blood cell glock mclean,glucose 6 phosphate dehydrogenase,rbc,ccnt,enzymatic activity mass,active,u g hb,0.097235486
calcium in serum,49926-9,glucose 6 phosphate dehydrogenase enzymatic activity mass red blood cell method,glucose 6 phosphate dehydrogenase,rbc,ccnt,enzymatic activity mass,active,u g hb,0.092947334
calcium in serum,49266-0,glucose 6 phosphate dehydrogenase phenotype interpretation red blood cell narrative,glucose 6 phosphate dehydrogenase phenotype,rbc,imp,interpretation,active,,0.06922897
calcium in serum,58091-0,glucose 6 phosphate dehydrogenase newborn screen panel,glucose 6 phosphate dehydrogenase newborn screen panel,blood dot,,,active,,0.07383325
calcium in serum,58090-2,glucose 6 phosphate dehydrogenase newborn screening comment discussion,glucose 6 phosphate dehydrogenase newborn screening comment discussion,blood dot,txt,,active,,0.08079444
calcium in serum,2360-6,glucose 6 phosphate dehydrogenase enzymatic activity volume leukocyte,glucose 6 phosphate dehydrogenase,wbc,cell concentration,enzymatic activity volume,active,,0.10912461
calcium in serum,21680-4,g6pd gene mutation found identifier blood tissue molecular genetics method nominal,g6pd gene targeted mutation analysis,blood tiss,prid,identifier,active,,0.04812618
calcium in serum,94231-8,g6pd gene full mutation analysis blood tissue sequencing,g6pd gene full mutation analysis,blood tiss,find,,active,,0.054721717
calcium in serum,21681-2,g6pd gene mutation tested blood tissue molecular genetics method nominal,g6pd gene mutation tested,blood tiss,prid,,active,,0.053205788
calcium in serum,54234-0,cell count diff panel gluc prot body fluid,cell count differential panel glucose protein,body field,,,active,,0.069571964
calcium in serum,54230-8,cell count diff panel gluc prot cerebral spinal fluid,cell count differential panel glucose protein,csf,,,active,,0.08011666
calcium in serum,49862-6,g6pc gene targeted mutation analysis blood tissue molecular genetics method,g6pc gene targeted mutation analysis,blood tiss,find,,active,,0.06409404
calcium in serum,64082-1,bilirubin indirect mass volume cord blood,bilirubin non glucuronidated,bldco,mass concentration,mass volume,active,mg dl,0.098759286
calcium in serum,78442-1,bilirubin indirect mole volume peritoneal fluid,bilirubin non glucuronidated,periton field,substance concentration,mole volume,active,umol l,0.1073331
calcium in serum,29210-2,bilirubin indirect mass volume body fluid,bilirubin non glucuronidated,body field,mass concentration,mass volume,active,mg dl,0.10348976
calcium in serum,39463-5,bilirubin indirect mole volume body fluid,bilirubin non glucuronidated,body field,substance concentration,mole volume,active,umol l,0.111045696
calcium in serum,75697-3,bilirubin fraction panel mole volume serum plasma,bilirubin fraction panel,serum plasma,substance concentration,mole volume,active,,0.19290394
calcium in serum,48623-3,bilirubin direct mass volume cord blood,bilirubin glucuronidated bilirubin albumin bound,bldco,mass concentration,mass volume,active,mg dl,0.09112164
calcium in serum,56906-1,bilirubin direct mass volume peritoneal fluid,bilirubin glucuronidated bilirubin albumin bound,periton field,mass concentration,mass volume,active,mg dl,0.09695617
calcium in serum,56905-3,bilirubin direct mass volume pleural fluid,bilirubin glucuronidated bilirubin albumin bound,plr field,mass concentration,mass volume,active,mg dl,0.09098764
calcium in serum,14152-3,bilirubin direct mass volume body fluid,bilirubin glucuronidated bilirubin albumin bound,body field,mass concentration,mass volume,active,mg dl,0.103518695
calcium in serum,25564-6,bilirubin direct mole volume body fluid,bilirubin glucuronidated bilirubin albumin bound,body field,substance concentration,mole volume,active,umol l,0.104695976
calcium in serum,44075-0,bilirubin cast presence urine sediment light microscopy,bilirubin cast,urine sed,prthr,presence,active,,0.07825781
calcium in serum,53083-2,bilirubin conjugated mole volume dialysis fluid,bilirubin glucuronidated,dial field,substance concentration,mole volume,active,umol l,0.098882854
calcium in serum,72261-1,bilirubin excess mole volume serum csf,bilirubin excess,serum csf,substance concentration,mole volume,active,umol l,0.22263241
calcium in serum,58941-6,bilirubin mass volume skin,bilirubin,skin,mass concentration,mass volume,active,mg dl,0.111703925
calcium in serum,77452-1,bilirubin presence peritoneal fluid,bilirubin,periton field,prthr,presence,active,,0.07069655
calcium in serum,72898-0,bilirubin mole volume skin,bilirubin,skin,substance concentration,mole volume,active,umol l,0.119218975
calcium in serum,78441-3,bilirubin conjugated mole volume peritoneal fluid,bilirubin glucuronidated,periton field,substance concentration,mole volume,active,umol l,0.105272494
calcium in serum,33458-1,bilirubin conjugated mass volume body fluid,bilirubin glucuronidated,body field,mass concentration,mass volume,active,mg dl,0.103669405
calcium in serum,39462-7,bilirubin conjugated mole volume body fluid,bilirubin glucuronidated,body field,substance concentration,mole volume,active,umol l,0.10883383
calcium in serum,50041-3,bilirubin urobilinogen presence urine,bilirubin urobilinogen,urine,prthr,presence,active,,0.07456648
calcium in serum,58450-8,bilirubin presence urine confirmatory method,bilirubin,urine,prthr,presence,active,,0.07160135
calcium in serum,49763-6,bilirubin total mass volume pericardial fluid,bilirubin,pericard field,mass concentration,mass volume,active,mg dl,0.09860568
calcium in serum,1978-6,bilirubin total mass volume urine,bilirubin,urine,mass concentration,mass volume,active,mg dl,0.10883901
calcium in serum,1976-0,bilirubin total presence stool,bilirubin,stool,prthr,presence,active,,0.06401592
calcium in serum,1977-8,bilirubin total presence urine,bilirubin,urine,prthr,presence,active,,0.07768978
calcium in serum,70199-5,bilirubin total mole volume urine,bilirubin,urine,substance concentration,mole volume,active,umol l,0.11581125
calcium in serum,11132-8,deprecated bilirubin mass volume body fluid,bilirubin,body field,mass concentration,mass volume,deprecated,,0.08614287
calcium in serum,42719-5,bilirubin total mass volume blood,bilirubin,blood,mass concentration,mass volume,active,mg dl,0.11341656
calcium in serum,14420-4,bilirubin total mass volume dialysis fluid,bilirubin,dial field,mass concentration,mass volume,active,mg dl,0.09679959
calcium in serum,14424-6,bilirubin total mass volume gastric fluid,bilirubin,gast field,mass concentration,mass volume,active,mg dl,0.09022464
calcium in serum,14422-0,bilirubin total mass volume peritoneal fluid,bilirubin,periton field,mass concentration,mass volume,active,mg dl,0.104509145
calcium in serum,14421-2,bilirubin total mass volume pleural fluid,bilirubin,plr field,mass concentration,mass volume,active,mg dl,0.09690071
calcium in serum,33870-7,bilirubin total presence specimen,bilirubin,xxx,prthr,presence,active,,0.06642297
calcium in serum,54363-7,bilirubin total mole volume blood,bilirubin,blood,substance concentration,mole volume,active,umol l,0.11772039
calcium in serum,54362-9,bilirubin total mole volume dialysis fluid,bilirubin,dial field,substance concentration,mole volume,active,umol l,0.09828492
calcium in serum,39461-9,bilirubin total mole volume peritoneal fluid,bilirubin,periton field,substance concentration,mole volume,active,umol l,0.102978714
calcium in serum,59827-6,bilirubin total mass volume arterial blood,bilirubin,blda,mass concentration,mass volume,active,mg dl,0.09873794
calcium in serum,59828-4,bilirubin total mass volume venous blood,bilirubin,bldv,mass concentration,mass volume,active,mg dl,0.08710196
calcium in serum,20505-4,bilirubin total mass volume urine test strip,bilirubin,urine,mass concentration,mass volume,active,mg dl,0.108221464
calcium in serum,13877-6,bilirubin total presence amniotic fluid,bilirubin,amnio field,prthr,presence,active,,0.07770608
calcium in serum,43824-2,bilirubin total presence body fluid,bilirubin,body field,prthr,presence,active,,0.073635295
calcium in serum,53415-6,bilirubin total presence cerebral spinal fluid,bilirubin,csf,prthr,presence,active,,0.07307681
calcium in serum,5770-3,bilirubin total presence urine test strip,bilirubin,urine,prthr,presence,active,,0.08280006
calcium in serum,89872-6,bilirubin total mole volume arterial blood,bilirubin,blda,substance concentration,mole volume,active,umol l,0.106514975
calcium in serum,47994-9,bilirubin total mole volume cord blood,bilirubin,bldco,substance concentration,mole volume,active,umol l,0.0986034
calcium in serum,89871-8,bilirubin total mole volume venous blood,bilirubin,bldv,substance concentration,mole volume,active,umol l,0.09583608
calcium in serum,41016-7,bilirubin total mole volume urine test strip,bilirubin,urine,substance concentration,mole volume,active,umol l,0.107954375
calcium in serum,32303-0,bilirubin total mole volume specimen,bilirubin,xxx,substance concentration,mole volume,active,mmol l,0.10480006
calcium in serum,59166-9,bilirubin total mole time 24 hour stool,bilirubin,stool,srat,mole time,active,mmol,0.08703261
calcium in serum,33236-1,bilirubin crystal presence urine computer assisted method,bilirubin crystal,urine,prthr,presence,active,,0.07831818
calcium in serum,5771-1,bilirubin crystal presence urine sediment light microscopy,bilirubin crystal,urine sed,prthr,presence,active,,0.08441835
calcium in serum,47225-8,bilirubin total interpretation amniotic fluid,bilirubin,amnio field,imp,interpretation,active,,0.07005884
calcium in serum,1972-9,bilirubin total mass volume amniotic fluid,bilirubin,amnio field,mass concentration,mass volume,active,mg dl,0.096486434
calcium in serum,48624-1,bilirubin total mass volume cord blood,bilirubin,bldco,mass concentration,mass volume,active,mg dl,0.09233898
calcium in serum,1974-5,bilirubin total mass volume body fluid,bilirubin,body field,mass concentration,mass volume,active,mg dl,0.10094691
calcium in serum,1973-7,bilirubin total mass volume cerebral spinal fluid,bilirubin,csf,mass concentration,mass volume,active,mg dl,0.103922196
calcium in serum,44033-9,bilirubin total presence 24 hour urine test strip,bilirubin,urine,prthr,presence,active,,0.07693072
calcium in serum,72925-1,bilirubin total mole volume amniotic fluid,bilirubin,amnio field,substance concentration,mole volume,active,umol l,0.10442992
calcium in serum,29767-1,bilirubin total mole volume body fluid,bilirubin,body field,substance concentration,mole volume,active,umol l mmol l,0.11240297
calcium in serum,74906-9,bilirubin total mole volume cerebral spinal fluid,bilirubin,csf,substance concentration,mole volume,active,umol l,0.11059654
calcium in serum,74434-2,bilirubin total total stone infrared spectroscopy,bilirubin total,calculus,mfr,,active,,0.08877508
calcium in serum,25146-2,bilirubin crystal area urine sediment microscopy high power field,bilirubin crystal,urine sed,naric,area,active,hpf,0.100159176
calcium in serum,38442-0,bilirubin crystal area urine sediment microscopy low power field,bilirubin crystal,urine sed,naric,area,active,lpf,0.08759484
calcium in serum,14423-8,bilirubin total mass volume synovial fluid,bilirubin,synv field,mass concentration,mass volume,active,mg dl,0.09789765
calcium in serum,53327-3,bilirubin total mass volume urine automated test strip,bilirubin,urine,mass concentration,mass volume,active,mg dl,0.100098945
calcium in serum,35193-2,bilirubin total mass mole volume body fluid,bilirubin,body field,mass substance concentration,mass mole volume,discouraged,,0.09518379
calcium in serum,50551-1,bilirubin total presence urine automated test strip,bilirubin,urine,prthr,presence,active,,0.075106055
calcium in serum,97770-2,bilirubin total mole volume capillary blood,bilirubin,bldc,substance concentration,mole volume,active,umol l,0.099871986
calcium in serum,68367-2,bilirubin total mole volume urine automated test strip,bilirubin,urine,substance concentration,mole volume,active,umol l,0.10740859
calcium in serum,43428-2,bilirubin microscopic observation identifier tissue hall stain,bilirubin microscopic observation,tiss,prid,identifier,active,,0.051097527
calcium in serum,43887-9,bilirubin total presence amniotic fluid spectrophotometry direct,bilirubin,amnio field,prthr,presence,active,,0.074478075
calcium in serum,27198-1,bilirubin total unit volume amniotic fluid spectrophotometry direct,bilirubin,amnio field,amount concentration,unit volume,active,,0.09013132
